range_params,upscale,upscale_method,epoch_number,compression,val_top_1
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,2.0,0.9943442548669068,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,3.0,0.9943483741277466,0.1921875029802322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,4.0,0.9943483741277466,0.2005859315395355
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,5.0,0.9943483741277466,0.1966796815395355
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,6.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,7.0,0.9943566126494262,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,2.0,0.9943442548669068,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,3.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999,+,4.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,5.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,6.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,7.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9943442548669068,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,2.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,3.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,4.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,5.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,6.0,0.9943483741277466,0.10498046875
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,7.0,0.9943524933885864,0.1241210922598838
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,2.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,3.0,0.9943483741277466,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999,+,4.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,5.0,0.9943524933885864,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,6.0,0.9943566126494262,0.1037109345197677
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999999,+,7.0,0.994360731910266,0.1062500029802322
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,0.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99999,+,1.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9,+,0.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9,+,1.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,2.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,3.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.99,+,4.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,5.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,6.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.9999,+,7.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,0.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,1.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999999999999,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",0.999999999999999,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,0.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,1.0,0.9943401356060668,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,0.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,1.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,2.0,0.9981133785353556,0.10205078125
"[0.9995, 0.9994, 0.9997, 0.9992]",1.0,+,3.0,0.9981133785353556,0.10205078125
